haha	0.001751
wait	0.001751
kid	0.001751
bian	0.001751
time	0.005254
yeah	0.008757
uglier	0.001751
she	0.014011
biar	0.001751
brain	0.001751
asked	0.001751
samuel	0.001751
turn	0.001751
going	0.005254
actually!!	0.001751
how	0.005254
sleep	0.003503
mom	0.001751
ha	0.007005
3	0.001751
grace	0.001751
he's	0.001751
4	0.001751
dunno	0.001751
air	0.001751
grandparents	0.001751
uncle	0.001751
hospital	0.001751
=	0.001751
go	0.001751
we	0.003503
flyer	0.001751
howwwwwww	0.001751
awwwww	0.001751
choice	0.001751
w/eeeeee	0.001751
excellent	0.001751
surfing	0.001751
american	0.001751
happy	0.001751
nocturnal	0.001751
do	0.008757
sleeping?	0.001751
tabby	0.001751
ridiculous	0.001751
when-errrr	0.001751
heck	0.001751
a	0.019264
back	0.001751
come	0.001751
lolllll	0.001751
would've	0.001751
m	0.001751
ones	0.001751
cheerleader	0.005254
really?	0.001751
i	0.036778
up	0.003503
w	0.001751
picking	0.001751
either	0.001751
gave	0.001751
days	0.001751
what	0.010508
doesn't	0.003503
hannah	0.005254
successful	0.001751
to	0.029772
sneezing	0.001751
both	0.003503
considerable	0.001751
you'll	0.001751
good	0.001751
long	0.001751
sound?	0.001751
has	0.001751
mark's	0.001751
"er"	0.001751
who	0.005254
friends	0.001751
woke	0.001751
couldn't	0.001751
would	0.010508
any	0.001751
light	0.001751
had	0.001751
be	0.014011
get	0.005254
so	0.012259
behind	0.001751
yesterday	0.001751
fun	0.005254
double	0.001751
much	0.003503
princeton.	0.001751
and	0.014011
that	0.003503
gotten	0.001751
sound	0.005254
than	0.003503
doing	0.001751
day	0.001751
i'm	0.001751
english	0.003503
make	0.001751
room	0.001751
named	0.001751
saying	0.003503
cat	0.003503
bill	0.001751
today	0.001751
well	0.003503
sister	0.001751
cats	0.003503
isabella	0.001751
name	0.008757
packing	0.001751
alike	0.001751
all	0.001751
music	0.003503
obviously	0.001751
"when"	0.001751
ahead	0.001751
at	0.007005
you	0.019264
idk	0.001751
name?	0.001751
school	0.001751
originally	0.001751
an	0.001751
off	0.001751
high	0.001751
boy	0.001751
forget	0.001751
why	0.003503
very	0.003503
skills	0.001751
http://www.youtube.com/watch?v=9nryzrjo9os	0.001751
they	0.005254
for	0.005254
no	0.001751
otherwise	0.001751
:l	0.001751
people	0.003503
went	0.001751
course	0.001751
lul	0.003503
of	0.012259
are	0.007005
friend's	0.001751
can't	0.001751
haley	0.001751
:i	0.001751
youtube	0.001751
on	0.001751
only	0.001751
ok	0.001751
her	0.001751
everyone	0.001751
here.	0.001751
that's	0.003503
oh	0.007005
regal	0.001751
maybe	0.001751
or	0.001751
did	0.001751
guilty	0.001751
like	0.007005
shall	0.001751
not	0.010508
coder.	0.001751
dawei	0.003503
russian	0.001751
planning	0.001751
start	0.001751
then	0.003503
tired	0.001751
will	0.001751
david	0.003503
years	0.001751
some	0.001751
culture	0.001751
legacy	0.001751
google	0.001751
moment	0.001751
thought	0.003503
cute	0.001751
according	0.001751
words	0.001751
probably	0.001751
me	0.003503
tabitha	0.001751
listen	0.005254
want	0.001751
just	0.010508
mm	0.001751
*ahead	0.001751
correctly	0.001751
don't	0.012259
it's	0.007005
my	0.008757
wouldn't	0.001751
http://www.youtube.com/watch?v=-ikovs3qta0	0.001751
really	0.005254
recall	0.001751
translate	0.003503
clearly	0.001751
right?	0.001751
allowed	0.001751
but	0.014011
old	0.001751
hate	0.001751
being	0.001751
on!	0.001751
hebrew	0.001751
actually	0.003503
him	0.001751
since	0.001751
honest	0.001751
been	0.003503
chinese	0.007005
beloved	0.001751
anyway	0.003503
were	0.001751
more	0.005254
when	0.001751
wanna	0.001751
maggie	0.003503
spell	0.001751
sure	0.001751
work	0.005254
cat-errrr	0.001751
thrown	0.001751
4:00	0.001751
"warrr"	0.001751
bed	0.001751
philosophy	0.001751
means	0.003503
pleasure	0.001751
mark	0.001751
chose	0.001751
why?	0.001751
stuff	0.001751
>.<	0.001751
late	0.001751
talented	0.001751
word	0.001751
even	0.001751
rest	0.001751
relatives	0.001751
paris?	0.001751
this	0.001751
tanks	0.001751
stop	0.001751
ugh	0.001751
parents	0.003503
have	0.012259
melissa	0.001751
pretty	0.003503
was	0.019264
because	0.003503
real	0.003503
extent	0.001751
if	0.007005
petting	0.001751
words?	0.001751
"davay"	0.001751
with	0.003503
is	0.003503
it	0.014011
besides	0.001751
3...	0.001751
your	0.010508
problem	0.001751
omg	0.001751
the	0.028021
in	0.008757
know	0.005254
soft	0.001751
two	0.001751
beijing??!?!?!!	0.001751
:|	0.001751
looked	0.001751
#regretz	0.001751
quite	0.001751
instead	0.001751
yo	0.001751
necessary	0.001751
also	0.005254
smart	0.003503
changes	0.001751
