thats	0.001290
college	0.001290
are.	0.001290
thanks	0.001290
time	0.002581
fuck	0.002581
she	0.001290
boring	0.001290
something	0.002581
chr#tien	0.002581
plato	0.001290
limits	0.001290
campus?	0.001290
sleep	0.001290
partial	0.001290
3	0.001290
bit	0.001290
i,	0.001290
5	0.002581
air	0.001290
sick	0.002581
9	0.001290
letters	0.001290
lectures,	0.001290
computer	0.001290
austin	0.001290
before	0.002581
ok,	0.001290
de	0.002581
ladies?	0.001290
texas?	0.001290
could	0.001290
9-11:	0.001290
do	0.005161
tell	0.001290
interesting	0.001290
materialist	0.001290
man	0.003871
(books	0.001290
shits	0.001290
may	0.001290
aeneid	0.001290
sucks	0.002581
a	0.015484
hour	0.001290
living	0.001290
i	0.025806
history	0.001290
new	0.001290
what	0.001290
14-16:	0.001290
guess	0.002581
woah	0.001290
nothing	0.001290
scenery	0.001290
took	0.001290
by	0.003871
11:	0.001290
long	0.002581
has	0.001290
dec.	0.002581
would	0.003871
maroon	0.001290
oct.	0.005161
depends	0.001290
paying	0.001290
be	0.006452
think	0.002581
occasionally	0.001290
get	0.001290
and	0.021935
co	0.001290
ways"	0.001290
revised	0.001290
jahiz,	0.001290
doing	0.002581
i'm	0.006452
internet	0.001290
invention	0.001290
past:	0.001290
that,	0.001290
today	0.001290
odyssey	0.001290
through	0.001290
drinks	0.001290
monday.	0.001290
b+	0.001290
chill,	0.001290
balls	0.001290
(lots	0.001290
wolfram	0.001290
classic	0.001290
all	0.002581
type?	0.001290
assigned	0.001290
at	0.005161
still	0.001290
message	0.001290
lol,	0.001290
see	0.001290
commedia	0.001290
i'll	0.003871
am	0.002581
there	0.001290
an	0.001290
off	0.001290
yah	0.002581
why	0.001290
dooooppppeeee	0.001290
qur'an	0.001290
fund/parents	0.001290
eschenbach,	0.001290
no	0.002581
aeneas	0.001290
of	0.016774
hey	0.001290
hmm.	0.001290
awesome	0.001290
among	0.001290
internship	0.001290
yah,	0.002581
on	0.003871
ok	0.002581
lucretius,	0.001290
that's	0.002581
order/not	0.001290
oh	0.002581
texts	0.001290
maybe	0.001290
or	0.005161
done	0.001290
troyes,	0.002581
job	0.001290
bad	0.001290
"the	0.001290
them	0.001290
then	0.002581
will	0.001290
weird	0.001290
upon	0.001290
moment	0.001290
easily	0.001290
most	0.003871
ii,	0.001290
anytime	0.001290
nov.	0.005161
anyway.	0.001290
me	0.002581
cutie	0.001290
dope	0.001290
true	0.001290
don't	0.001290
it's	0.002581
my	0.011613
walls	0.001290
like,	0.001290
bitch	0.001290
stunning	0.001290
translations,	0.001290
second	0.001290
study	0.001290
where	0.001290
